Key,japanese
perkMachineGunnerRank4LongDesc,あなたの能力は特殊部隊級です。マシンガン使用時、ダメージ量が40%、反動軽減が40%、連射速度が20%、リロード速度が25%上昇。部隊員のアドレナリン：マシンガンでヒットさせるたびに、スタミナが4回復します。\nマシンガン、マシンガンパーツ、7.62mm弾発見率上昇。
perkMachineGunnerRank5LongDesc,あなたは究極のマシンガンナーになりました。マシンガン使用時、ダメージ量が50%、反動軽減が50%、連射速度が25%、リロード速度が30%上昇。部隊員のアドレナリン：マシンガンでヒットさせるたびに、スタミナが6回復します。\nマシンガン、マシンガンパーツ、7.62mm弾発見率上昇。

perkGunslingerRank1LongDesc,あなたはワイアット・アープではありませんが、平凡な浮浪者よりはマシです。ハンドガン使用時、ダメージ量が10%、反動軽減が10%、発射速度が5%、リロード速度が10%上昇。\nハンドガン、ハンドガンパーツ、9mm弾の発見率上昇。
perkGunslingerRank2LongDesc,無法者のあなたでも、着々と名を上げていますね。ハンドガン使用時、ダメージ量が20%、反動軽減が20%、発射速度が10%、リロード速度が15%上昇。\nハンドガン、ハンドガンパーツ、9mm弾の発見率上昇。
perkGunslingerRank3LongDesc,保安官のあなたなら、だいたいの問題は解決できますね。ハンドガン使用時、ダメージ量が30%、反動軽減が30%、発射速度が15%、リロード速度が20%上昇。クリティカルダメージ：短時間で5連続発命中させると、最後の一発に+100%のボーナス追加。\nハンドガン、ハンドガンパーツ、9mm弾の発見率上昇。
perkGunslingerRank4LongDesc,ガンファイターになったあなたは、飲み屋にたむろする乱暴なろくでなし共を瞬時に倒すことができます。ハンドガン使用時、ダメージ量が40%、反動軽減が40%、発射速度が20%、リロード速度が25%上昇。クリティカルダメージ：短時間で4連続発命中させると、最後の一発に+100%のボーナス追加。\nハンドガン、ハンドガンパーツ、9mm弾の発見率上昇。
perkGunslingerRank5LongDesc,あなたはナベズゲインで最速のガンスリンガーです。ハンドガン使用時、ダメージ量が50%、反動軽減が50%、発射速度が25%、リロード速度が30%上昇。クリティカルダメージ：短時間で3連続発命中させると、最後の一発に+100%のボーナス追加。\nハンドガン、ハンドガンパーツ、9mm弾の発見率上昇。

perkTurretsRank1LongDesc,突拍子もない革新的なアイデアがあるものの、実際に導入するには少し骨が折れそうです。ロボット使用時、ダメージ量が10%、連射速度が10%上昇、装弾数100増加。ロボットの可動範囲が通常の14メートルから18メートルに伸びる。\n複数のロボットを配置できるが、最も近い1基だけが稼働する。
perkTurretsRank2LongDesc,独自のプロジェクトをさらなる高みへと上げようとしています。ロボット使用時、ダメージ量が20%、連射速度が20%上昇、装弾数200増加。ロボットの可動範囲22メートル。\nロボットの同時稼働数が2基に増える。
perkTurretsRank3LongDesc,自動兵器の基礎を習得しました。ロボット使用時、ダメージ量が30%、連射速度が30%上昇、装弾数300増加。ロボットの可動範囲26メートル。\nロボットの同時稼働数が3基に増える。
perkTurretsRank4LongDesc,未来的なテクノロジーを生み出すあなたはもしや2077年から来たのではないだろうか。ロボット使用時、ダメージ量が40%、連射速度が40%上昇、装弾数400増加、リロード速度10%上昇、ロボットの可動範囲30メートル。\nロボットの同時稼働数が4基に増える。
perkTurretsRank5LongDesc,ロボット工学の世界的権威です。ロボット使用時、ダメージ量が50%、連射速度が50%上昇、リロード速度20%上昇、装弾数500増加、ロボットの稼働範囲34メートル。\nロボットの同時稼働数が5基に増える。\nロボットやそのパーツの発見率上昇。

perkDemolitionsExpertRank1LongDesc,あなたは手榴弾兵見習いです。爆発物は気をつけて取り扱ってください。ロケットランチャー、火炎瓶、爆発物使用時、ダメージ量50%上昇、リロード速度が15%、取り回しが10%、部位破壊率が5%上昇。
perkDemolitionsExpertRank2LongDesc,ロケットランチャー、火炎瓶、爆発物使用時、ダメージ量100%上昇、リロード速度が20%、取り回しが20%、部位破壊率が10%上昇。
perkDemolitionsExpertRank3LongDesc,ロケットランチャー、火炎瓶、爆発物使用時、ダメージ量150%上昇、リロード速度が25%、取り回しが30%、部位破壊率が20%上昇。
perkDemolitionsExpertRank4LongDesc,ロケットマンになりました。ロケットランチャー、火炎瓶、爆発物使用時、ダメージ量200%上昇、リロード速度が30%、取り回しが40%、部位破壊率が30%上昇。
perkDemolitionsExpertRank5LongDesc,解体専門家。あなたは派手に物を爆発させます。ロケットランチャー、火炎瓶、爆発物使用時、ダメージ量250%上昇、リロード速度が35%、取り回しが50%、部位破壊率が45%上昇。



perkFlurryOfAgilityRank1LongDesc,奴らは気づくことさえない。\n\n素早さ系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。弓の引き絞り速度40%上昇。\nダメージ量10%上昇。
perkFlurryOfAgilityRank2LongDesc,圧倒的なナイフの速度で、敵をリボンのように細切れにしよう。\n\n素早さ系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。弓の引き絞り速度80%上昇。\nダメージ量20%上昇。
perkFlurryOfAgilityRank3LongDesc,絶望する間もなく引き裂け！\n\n素早さ系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。弓の引き絞り速度120%上昇。\nダメージ量30%上昇。
perkFlurryOfAgilityRank4LongDesc,質問する前に切り捨てます。\n\n素早さ系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。弓の引き絞り速度160%上昇。\nダメージ量40%上昇。
perkFlurryOfAgilityRank5LongDesc,斬撃の旋風はズタズタになった残骸しか残しません。\n\n素早さ系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。弓の引き絞り速度200%上昇。\nダメージ量50%上昇。

perkFlurryOfFortitudeRank1LongDesc,素早いジャブが身についた。\n\n忍耐系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量10%上昇。
perkFlurryOfFortitudeRank2LongDesc,全てのパンチが 教訓となります。\n\n忍耐系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量20%上昇。
perkFlurryOfFortitudeRank3LongDesc,顎を狙って相手をまた床に叩きつけましょう。\n\n忍耐系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量30%上昇。
perkFlurryOfFortitudeRank4LongDesc,爆発的で強烈な一撃で敵を眠らせよう。\n\n忍耐系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量40%上昇。
perkFlurryOfFortitudeRank5LongDesc,あなたの拳はとても速く、敵はその容赦ないパンチの猛攻撃にすぐに圧倒されることでしょう。\n\n忍耐系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量50%上昇。

perkFlurryOfIntellectRank1LongDesc,基礎数学くらい簡単です。\n\n知能系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量10%上昇。
perkFlurryOfIntellectRank2LongDesc,成功へのより簡単な道筋が見える。\n\n知能系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量20%上昇。
perkFlurryOfIntellectRank3LongDesc,すべての打撃の速度と衝撃が完璧に計算されています。\n\n知能系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量30%上昇。
perkFlurryOfIntellectRank4LongDesc,事前に結果を把握し、敵の動きを逆手に取ろう。\n\n知能系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量40%上昇。
perkFlurryOfIntellectRank5LongDesc,物理学でも追いつけないほどの速度で攻撃します。\n\n知能系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量50%上昇。

perkFlurryOfPerceptionDesc,あなたの行動は正確で致命的です。
perkFlurryOfPerceptionRank1LongDesc,素早い手さばきが身につきました。\n\n知覚系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量10%上昇。爆発物のダメージが50%上昇。
perkFlurryOfPerceptionRank2LongDesc,訓練が実を結び、あなたは急襲をマスターしました。\n\n知覚系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量20%上昇。爆発物のダメージが100%上昇。
perkFlurryOfPerceptionRank3LongDesc,容赦ない連打で敵を圧倒します。\n\n知覚系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量30%上昇。爆発物のダメージが150%上昇。
perkFlurryOfPerceptionRank4LongDesc,無駄な動きがなく、すべての攻撃が致命傷となります。\n\n知覚系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量40%上昇。爆発物のダメージが200%上昇。
perkFlurryOfPerceptionRank5LongDesc,電光石火の反射神経は、ほとんどの相手にあなたの行動を悟らせないでしょう。\n\n知覚系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量50%上昇。爆発物のダメージが250%上昇。

perkFlurryOfStrengthDesc,あなたは強いだけでなく、スピードもある。
perkFlurryOfStrengthRank1LongDesc,あなたは大きくて強いので、すぐに動き出しましょう。\n\n強さ系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量10%上昇。
perkFlurryOfStrengthRank2LongDesc,大砲をもっと速く振りかぶれ！\n\n強さ系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量20%上昇。
perkFlurryOfStrengthRank3LongDesc,速く振れば、強く当たる！\n\n強さ系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量30%上昇。
perkFlurryOfStrengthRank4LongDesc,筋肉が多ければ、振る速度も砕く骨も多くなる。\n\n強さ系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量40%上昇。
perkFlurryOfStrengthRank5LongDesc,敵をあなたの握るヘビメタにノセてやろう。\n\n強さ系統武器使用時の攻撃速度や連射速度上昇、その他の武器・ツールの速度も少し上昇。\nダメージ量50%上昇。


perkLightArmorRank1LongDesc,多少のストレスには耐えることが出来ますが、気を付ける必要があります。\nアーマーの耐久値減少率が20%軽減されます。\n装備しているライトアーマー１つに付きアーマー値を１上げます。
perkLightArmorRank2LongDesc,通常の状況下では、よく持ちこたえることができます。\nアーマーの耐久値減少率が40%軽減されます。\n装備しているライトアーマー１つに付きアーマー値を２上げます。
perkLightArmorRank3LongDesc,ダメージに耐えるように強化されました。\nアーマーの耐久値減少率が60%軽減されます。\n装備しているライトアーマー１つに付きアーマー値を３上げます。
perkLightArmorRank4LongDesc,過酷な状況にも耐えることが証明されました。\nアーマーの耐久値減少率が80%軽減されます。\n装備しているライトアーマー１つに付きアーマー値を４上げます。

perkMediumArmorRank1LongDesc,ミディアムアーマーウォリアーの道を進み始めました。ミディアムアーマー着用時、起動性ペナルティが15%、消費スタミナペナルティが10%、アーマーの耐久値減少率が20%軽減されます。\nライトアーマー、ミディアムアーマー、アーマーパーツの発見率上昇。
perkMediumArmorRank2LongDesc,あなたは何度か戦を生き抜く事が出来ました、いつか騎士になりたいと思っています。ミディアムアーマー着用時、起動性ペナルティが30%、消費スタミナペナルティが20%、アーマーの耐久値減少率が40%軽減されます。\nライトアーマー、ミディアムアーマー、アーマーパーツの発見率上昇。
perkMediumArmorRank3LongDesc,幾度もの戦いで経験を積んだため、騎士になる事が出来ました。ミディアムアーマー着用時、起動性ペナルティが50%、消費スタミナペナルティが35%、アーマーの耐久値減少率が60%軽減されます。\nライトアーマー、ミディアムアーマー、アーマーパーツの発見率上昇。
perkMediumArmorRank4LongDesc,あなたはすっかり有名になりました、立派な剣闘士です。ミディアムアーマー着用時、起動性ペナルティが75%、消費スタミナペナルティが50%、アーマーの耐久値減少率が80%軽減されます。\nライトアーマー、ミディアムアーマー、アーマーパーツの発見率上昇。

perkHeavyArmorRank1LongDesc,ヘビーアーマーを着るとぎこちない動きになるかもしれませんが、命は守れます。ヘビーアーマーの移動とスタミナペナルティが5%軽減。耐久値減少率20%軽減。\nヘビーアーマーやそのパーツの発見率上昇。
perkHeavyArmorRank2LongDesc,食らっても平気！ヘビーアーマーの移動とスタミナペナルティが10%軽減。耐久値減少率40%軽減。\nヘビーアーマーやそのパーツの発見率上昇。
perkHeavyArmorRank3LongDesc,これぞガチの防御。ヘビーアーマーの移動とスタミナペナルティが17%軽減。耐久値減少率60%軽減。\nヘビーアーマーやそのパーツの発見率上昇。
perkHeavyArmorRank4LongDesc,あなたは歩く戦車になりました。ヘビーアーマーの移動とスタミナペナルティが25%軽減。耐久値減少率80%軽減。\nヘビーアーマーやそのパーツの発見率上昇。

perkInfiltratorRank1LongDesc,もぐらになったあなたは、危険なトラップがあっても、避けて動くことができます。\n床トラップと地雷の作動が0.5秒遅くなります。\n地雷によるダメージ20%軽減。爆発耐性が5増加。\nブリキ地雷を回収できます。
perkInfiltratorRank2LongDesc,不法侵入者のあなたは、危険な状況でも自信をもって動けます。\n床トラップと地雷の作動が1秒遅くなります。\n地雷によるダメージ35%軽減。爆発耐性が10増加。\n鍋地雷を回収できます。
perkInfiltratorRank3LongDesc,侵入者として知られるあなたは、かなり危険な地雷原でも安全に動くことができます。\n床トラップと地雷の作動が2秒遅くなります。\n地雷によるダメージ50%軽減。爆発耐性が15増加。\nハブキャップ地雷を回収できます。
perkInfiltratorRank4LongDesc,トラップを使ってライトフットを捕らえることは不可能です。\n床トラップと地雷の作動が3秒遅くなります。\n地雷によるダメージ60%軽減。爆発耐性が20増加。\nエアフィルター地雷を回収できます。
perkInfiltratorRank5LongDesc,地雷サヴァンは恐れることなく自由に歩けます。\n床トラップと地雷の作動が5秒遅くなります。\n地雷によるダメージ75%軽減。爆発耐性が25増加。

perkTreasureHunterRank1LongDesc,宝捜索半径が、10ではなく7ブロック掘り起こす度に1mずつ狭まります。\n埋められた箱の中のアイテムが20%多くなります。
perkTreasureHunterRank2LongDesc,宝捜索半径が、5ブロック掘り起こす度に1mずつ狭まります。\n土に与えるダメージ量が100%増えます。\n埋められた箱の中のアイテムが40%多くなります。
perkTreasureHunterRank3LongDesc,宝捜索半径が、3ブロック掘り起こす度に1mずつ狭まります。\n埋められた箱の近くにいる場合、敵から受けるダメージ50%軽減。\n埋められた箱の中のアイテムが60%多くなります。
perkTreasureHunterRank4LongDesc,埋められた箱の中のアイテムが80%多くなります。さらに追加のデュークコインと紙幣を追加します。
perkTreasureHunterRank5LongDesc,埋められた箱の中のアイテムが100%多くなります。さらに武器、アーマー、もしくはレアアイテムが一つ追加されます。伝説パーツが見つかる可能性もあります。

perkPackMuleRank1LongDesc,完璧に整理整頓する暇なんて誰にあるのでしょう？\n荷重制限がかかっている所持品スロットを8枠解放します。\n所持品内でのアイテムクラフト速度10%上昇。\nあなたのバックパックが、被弾時に4%の確率ですべてのダメージを吸収してくれます。
perkPackMuleRank2LongDesc,中に入っていることは分かってるんです。\n荷重制限がかかっている所持品スロットを9枠解放します。\n所持品内でのアイテムクラフト速度20%上昇。\nあなたのバックパックが、被弾時に8%の確率ですべてのダメージを吸収してくれます。
perkPackMuleRank3LongDesc,何がどこにあるのかちゃんと把握しています。\n荷重制限がかかっている所持品スロットを10枠解放します。\n所持品内でのアイテムクラフト速度30%上昇。\nあなたのバックパックが、被弾時に12%の確率ですべてのダメージを吸収してくれます。
perkPackMuleRank4LongDesc,荷物点検に合格しました。\n荷重制限がかかっている所持品スロットを11枠解放します。\n所持品内でのアイテムクラフト速度40%上昇。\nあなたのバックパックが、被弾時に16%の確率ですべてのダメージを吸収してくれます。
perkPackMuleRank5LongDesc,ここまで来たらもう自慢。半分ラバか怪力なのでしょう。\n荷重制限がかかっている所持品スロットを12枠解放します。\n所持品内でのアイテムクラフト速度50%上昇。\nあなたのバックパックが、被弾時に20%の確率ですべてのダメージを吸収してくれます。

perkJunkMinerRank1LongDesc,布やプラスチックなどのガラクタを斧、つるはし、シャベル、くぎ抜きハンマーで破壊時に得られる資源20%増加。
perkJunkMinerRank2LongDesc,布やプラスチックなどのガラクタを斧、つるはし、シャベル、くぎ抜きハンマーで破壊時に得られる資源40%増加。
perkJunkMinerRank3LongDesc,布やプラスチックなどのガラクタを斧、つるはし、シャベル、くぎ抜きハンマーで破壊時に得られる資源80%増加。
perkJunkMinerRank4LongDesc,布やプラスチックなどのガラクタを斧、つるはし、シャベル、くぎ抜きハンマーで破壊時に得られる資源130%増加。
perkJunkMinerRank5LongDesc,布やプラスチックなどのガラクタを斧、つるはし、シャベル、くぎ抜きハンマーで破壊時に得られる資源200%増加。

perkPainToleranceRank1LongDesc,もう弱いアゴを持っていないからと言って、自分のことをタフだと思っているようです。\n体力が20増加し被ダメージ量5%低減。スタン耐性20%上昇。
perkPainToleranceRank2LongDesc,ハードな人生を送っていると、骨折も擦り傷も日常茶飯事です。\n体力が40増加し被ダメージ量10%低減。スタン耐性40%上昇。
perkPainToleranceRank3LongDesc,たくさん殴られて、かなり丈夫になりました。\n体力が60増加し被ダメージ量15%低減。スタン耐性60%上昇。
perkPainToleranceRank4LongDesc,あなたを倒すのには骨が折れます。\n体力が80増加し被ダメージ量20%低減。スタン耐性80%上昇。
perkPainToleranceRank5LongDesc,痛みによって成長し、鉄のアゴを手に入れたようです。\n体力が100増加し被ダメージ量25%低減。絶対にスタンしない。

perkPenetratorDesc,槍、アーチェリー、特殊弾使用時、ターゲットの弱点を見つけ、アーマーを貫けるようになります。\nAP.308弾を使用時、複数体の敵を貫通する。

perkPerceptionMasteryRank4Desc,神風
perkPerceptionMasteryRank4LongDesc,槍使用時、ダッシュ中のパワーアタックが当たれば一撃必殺級のダメージを与えられます。

perkStrengthMasteryRank1Desc,ゴールド・マイニング
perkStrengthMasteryRank1LongDesc,鉱石採掘時に金鉱石を入手する確率3%追加。採集ツールを持つと、すべての怪我の回復が100%早くなります。
perkStrengthMasteryRank2Desc,バトル・マイナー
perkStrengthMasteryRank2LongDesc,炭鉱夫は筋力には自信があります。つるはしやショベル、斧によるゾンビへのダメージ量50%増加。
perkStrengthMasteryRank3Desc,スラグ・ジャンキー
perkStrengthMasteryRank3LongDesc,もっとゾンビを吹き飛ばすには何かが足りません。\n略奪時に見つかるスクラップポリマーの入手量が3倍になります。
perkStrengthMasteryRank4Desc,アドレナリン・バーサーカー
perkStrengthMasteryRank4LongDesc,強さ特性の装備で敵を殺した後10秒間、受けるダメージが50%減少。
perkStrengthMasteryRank5Desc,フォールアウト・オーバーロード
perkStrengthMasteryRank5LongDesc,世紀末の覇者になりましょう。棍棒やスレッジハンマー、ショットガンのダメージ量が100%増加。

perkFortitudeMasteryRank4Desc,トリガーハッピー
perkFortitudeMasteryRank4LongDesc,マシンガンに魅入られたあなたは、もっと撃ちまくりたい欲求を抑えきれず火薬や金属の匂いに敏感になりました。\n略奪時に弾薬の素材を多めに手に入れることができます。
perkFortitudeMasteryRank5LongDesc,不屈の精神により、あなたの生き延びようとする意志を揺るがすものは何もありません。\n最大体力が50増加し、わずかに自然回復力が増加し走る速度が15%上がります。

perkAgilityMasteryRank1Desc,ラピッドリロード
perkAgilityMasteryRank1LongDesc,ハンドガンと弓のリロード速度20%上昇。
perkAgilityMasteryRank2Desc,ブリーディングハート
perkAgilityMasteryRank2LongDesc,ハンドガンと弓で攻撃時、敵に流血ダメージを与えます。
perkAgilityMasteryRank3Desc,車椅子販売員
perkAgilityMasteryRank3LongDesc,足を攻撃すると、高確率で敵の足を瞬時に不自由にします。
perkAgilityMasteryRank4LongDesc,華麗な身のこなしでジャンプ時のスタミナ消費が20%減少し、ゾンビや動物からの最初の一撃を簡単に逸らします。\nクールタイム60秒。
perkAgilityMasteryRank5Desc,弱点貫通
perkAgilityMasteryRank5LongDesc,素早さ武器を使用した際のダメージ量が50%増加し、完全に引き絞った弓の一撃はアーマーを無視したダメージを与えます。

perkIntellectMasteryRank1LongDesc,運転中の車両が受けるダメージ量と燃料消費量が20%減少します。
perkIntellectMasteryRank2LongDesc,略奪時に、本、雑誌、設計図が見つかる確率が10%追加。
perkIntellectMasteryRank3Desc,準備万端
perkIntellectMasteryRank3LongDesc,愛しのタレットに弾は入っていますか？　鉄と鉛の採掘時に15%の確率で追加で鉛を入手し、さらに略奪時に入手できる鉛の量が3倍になります。
perkIntellectMasteryRank4Desc,オタクの正装
perkIntellectMasteryRank4LongDesc,あなたのバックパックが、被弾時に20%の確率ですべてのダメージを吸収してくれます。
perkIntellectMasteryRank5Desc,天才の怒り
perkIntellectMasteryRank5LongDesc,スタンバトンが常にチャージされた状態になります。

perkHealingFactorRank1LongDesc,あなたは代謝が早いようです。20秒ごとに体力を1自然回復します。重傷回復速度20%上昇。
perkHealingFactorRank2LongDesc,クイックヒーラーになったみたいですね。15秒ごとに体力を1自然回復します。重傷回復速度40%上昇。
perkHealingFactorRank3LongDesc,あなたの一部は動物ですか？10秒ごとに体力を1自然回復します。重傷回復速度60%上昇。
perkHealingFactorRank4LongDesc,体力の回復がかなり速いようですね。5秒ごとに体力を1自然回復します。重傷回復速度80%上昇。
perkHealingFactorRank5LongDesc,放射能のせいで変異遺伝子を持っているに違いありません。3秒ごとに体力を1自然回復します。重傷回復速度が倍になります。

perkSlowMetabolismRank1LongDesc,あなたの内臓の状態は完璧とは言えないけれど、一般的な荒地の住人に比べればマシでしょう。\nスタミナ回復時の食料と水分減少量12%軽減。潜水可能時間84秒。\n赤痢発症率が5%減算され、煮沸された水では病気にならなくなる。消費物によるバフ効果時間が50%上昇。
perkSlowMetabolismRank2LongDesc,劣悪な環境に活路を見出してきています。スタミナ回復時の食料と水分減少量24%軽減。\n潜水可能時間108秒。赤痢発症率が10%減算される。消費物によるバフ効果時間が100%上昇。
perkSlowMetabolismRank3LongDesc,過酷な環境に内臓が慣れてきているようです。スタミナ回復時の食料と水分減少量36%軽減。\n潜水可能時間132秒。赤痢発症率が15%減算され、生肉を食べても病気にならなくなる。消費物によるバフ効果時間が150%上昇。
perkSlowMetabolismRank4LongDesc,自然に打ち勝つ術を身に着けました。スタミナ回復時の食料と水分減少量48%軽減。\n潜水可能時間156秒。赤痢発症率が20%減算され、汚水を飲んでも病気にならなくなる。消費物によるバフ効果時間が200%上昇。
perkSlowMetabolismRank5LongDesc,鉄の胃腸の持ち主であるあなたは、もはや何を食べてもお腹を壊しません。スタミナ回復時の食料と水分減少量60%軽減。\n潜水可能時間180秒。腐った食べ物でも赤痢にかからなくなる。消費物によるバフ効果時間が250%上昇。

perkRuleOneCardioNameRank1LongDesc,2本の足を交互に前に出すだけ。\n最大スタミナが50増加し、基本スタミナ回復量20%増加。\n移動速度が3%上昇する。
perkRuleOneCardioNameRank2LongDesc,先頭を走り続けましょう。\n最大スタミナが100増加し、基本スタミナ回復量40%増加。\n移動速度が6%上昇する。
perkRuleOneCardioNameRank3LongDesc,持続力がついてきました。\n最大スタミナが150増加し、基本スタミナ回復量60%増加。\n移動速度が9%上昇する。
perkRuleOneCardioNameRank4LongDesc,長続きし、追い抜き、生き延びます。\n最大スタミナが200増加し、基本スタミナ回復量80%増加。\n移動速度が12%上昇する。
perkRuleOneCardioNameRank5LongDesc,究極の体力テストも朝飯前です。最大スタミナが250増加し、基本スタミナ回復量100%増加。\n移動速度が15%上昇する。

perkHardTargetRank1LongDesc,移動中に受けるダメージ5%減少。\n移動速度が5%上昇する。
perkHardTargetRank2LongDesc,移動中に受けるダメージ10%減少。\n移動速度が10%上昇する。
perkHardTargetRank3LongDesc,移動中に受けるダメージ15%減少。\n移動速度が15%上昇する。
perkHardTargetRank4LongDesc,移動中に受けるダメージ20%減少。\n移動速度が20%上昇する。
perkHardTargetRank5LongDesc,移動中に受けるダメージ25%減少。\n移動速度が25%上昇する。

buffPerkCharismaticNatureDesc,あなたは同盟を感化する存在で、自分と仲間の戦闘力を上げます。
perkCharismaticNatureRank1LongDesc,あなたのサバイバルストーリーが人々に感動を与える。\nこのスキルを振る毎に自分や同盟を組んでいるプレイヤーやパーティーメンバーの自然回復速度が上昇していく。
perkCharismaticNatureRank2LongDesc,あなたは周囲に力を与えるチームリーダーです。\n自分や同盟を組んでいるプレイヤーやパーティーメンバーのダメージ量と対物ダメージ量20%上昇。
perkCharismaticNatureRank3LongDesc,あなたには、やる気を起こさせる強い力があります。バトンの攻撃力が50%上昇。\n同盟を組んでいるプレイヤーやパーティーメンバーの被ダメージ量10%減少、流血ダメージ量と流血効果時間50%軽減。
perkCharismaticNatureRank4LongDesc,あなたのリーダーシップ能力は一流です。\n自分や同盟を組んでいるプレイヤーやパーティーメンバーの略奪品の質を10上昇させます。
perkCharismaticNatureRank5LongDesc,あなたは真の英雄です。自分の配置したタレットの攻撃力が100%上昇。\n同盟を組んでいるプレイヤーやパーティーメンバーの全ての特性+1上昇させ、自分以外の略奪品の質を20上昇させます。

perkDaringAdventurerRank1LongDesc,毎日危険を冒すことには利点があります。\nトレーダー商品の質上昇。クエスト報酬金額10%上昇。
perkDaringAdventurerRank2LongDesc,トレーダーたちは、略奪者である君が仕事をこなせることを知っています。\nトレーダー商品の質上昇。クエスト報酬金額20%上昇。
perkDaringAdventurerRank3LongDesc,あなたは傭兵として名を上げました。\nトレーダー商品の質上昇。クエスト報酬金額30%上昇。
perkDaringAdventurerRank4LongDesc,金になる仕事があれば、あなたは真っ先にその列に並びます。\nトレーダー商品の質がさらに上昇。クエスト報酬金額40%増加。\nクエスト報酬を2つ選択できるようになります。
perkDaringAdventurerRank5LongDesc,あなたは勇敢な冒険者です！\nトレーダー商品の質がさらに上昇。クエスト報酬金額50%増加。\nクエスト報酬を3つ選択できるようになります。

xuiChooseTwo,複数選択：


perkPhysicianRank5LongDesc,あなたの医学の知識があれば命を救う事も奪う事も可能です。\nスタンバトン使用時、10%の確率で相手に致命的な一撃を与えます。

perkLivingOffTheLandRank1LongDesc,自分で育てた作物や自生している作物の収穫量が2倍になります。\n耕作区画に必要な材料個数30%低減。
perkLivingOffTheLandRank2LongDesc,自分で育てた作物や自生している作物の収穫量が3倍になります。\n耕作区画に必要な材料個数50%低減。
perkLivingOffTheLandRank3LongDesc,自分で育てた作物や自生している作物の収穫量が4倍になります。さらに、収穫数がもう1つ増加します。

perkLockPickingRank1LongDesc,強盗として着々と名を上げているようです。ピッキング速度40%上昇、ロックピック破損率15%減少。
perkLockPickingRank2LongDesc,錠前屋になったあなたに開けられない錠はあまりありません。ピッキング速度80%上昇、ロックピック破損率30%減少。
perkLockPickingRank3LongDesc,世界的な金庫破りになりました。ピッキング速度120%上昇、ロックピック破損率45%減少。

perkLuckyLooterRank1LongDesc,通常より少し良いものが見つかります。自ら開けたコンテナの略奪品ボーナスが+8、略奪速度が10%上昇。
perkLuckyLooterRank2LongDesc,あなたの運は高まってきていて、どこを見てもいい物が見つかるようです。略奪品ボーナスが+16、略奪速度が20%上昇。
perkLuckyLooterRank3LongDesc,略奪品ボーナスが+24、略奪速度が40%上昇。
perkLuckyLooterRank4LongDesc,あなたはどこでも素敵な略奪品を見つけられる恩恵を受けているようです。略奪品ボーナスが+32、略奪速度が60%上昇。
perkLuckyLooterRank5LongDesc,ラッキーな略奪者。調子がかなり良くて、勝ちが確定しています。略奪品ボーナスが+40、略奪速度が80%上昇。

perkBatterUpCompleteDesc,棍棒で敵を倒すと、スタミナ回復。
perkBatterUpCompleteLongDesc,ホームラン：\n大当たりの興奮がアドレナリンを体中に充満させて、スタミナにブーストを与えます。\n棍棒系武器で敵を倒すと、スタミナが50回復。

perkSledgeSagaCompleteDesc,スレッジハンマーで敵を倒すと、スタミナ回復。
perkSledgeSagaCompleteLongDesc,クラッシング・キル：\nスレッジハンマーで敵を倒すと、スタミナが50回復。

